text_id,text,tox,tox_rate,response,tox_type,phrases,phrase_types,lex,lex_counts,Pos
573,"И зачем в сноске эти откровения Не виляй жопой , челядь . Твоя претензия была к тому, что ссылка якобы взята из непроверенного источника, во что я тебя и ткнул твоей неумытой харей . Ты пойман за руку как подлец и дешевка .","И зачем в сноске эти откровения Не виляй жопой , челядь . Твоя претензия была к тому, что ссылка якобы взята из непроверенного источника, во что я тебя и ткнул твоей неумытой харей . Ты пойман за руку как подлец и дешевка .",8,person,general_insult,"Не виляй жопой , челядь",indirect,челядь,2,S
573,"И зачем в сноске эти откровения Не виляй жопой , челядь . Твоя претензия была к тому, что ссылка якобы взята из непроверенного источника, во что я тебя и ткнул твоей неумытой харей . Ты пойман за руку как подлец и дешевка .","И зачем в сноске эти откровения Не виляй жопой , челядь . Твоя претензия была к тому, что ссылка якобы взята из непроверенного источника, во что я тебя и ткнул твоей неумытой харей . Ты пойман за руку как подлец и дешевка .",8,person,general_insult,ткнул твоей неумытой харей,indirect,харей,1,S
573,"И зачем в сноске эти откровения Не виляй жопой , челядь . Твоя претензия была к тому, что ссылка якобы взята из непроверенного источника, во что я тебя и ткнул твоей неумытой харей . Ты пойман за руку как подлец и дешевка .","И зачем в сноске эти откровения Не виляй жопой , челядь . Твоя претензия была к тому, что ссылка якобы взята из непроверенного источника, во что я тебя и ткнул твоей неумытой харей . Ты пойман за руку как подлец и дешевка .",8,person,general_insult,пойман за руку как подлец и дешевка,indirect,подлец,2,S
573,"И зачем в сноске эти откровения Не виляй жопой , челядь . Твоя претензия была к тому, что ссылка якобы взята из непроверенного источника, во что я тебя и ткнул твоей неумытой харей . Ты пойман за руку как подлец и дешевка .","И зачем в сноске эти откровения Не виляй жопой , челядь . Твоя претензия была к тому, что ссылка якобы взята из непроверенного источника, во что я тебя и ткнул твоей неумытой харей . Ты пойман за руку как подлец и дешевка .",8,person,general_insult,пойман за руку как подлец и дешевка,indirect,дешевка,2,S
574,"Ну давай. Отбери у меня нож, клоун , только я махну рукой и твои яйца разлетятся по всему арбату .","Ну давай. Отбери у меня нож, клоун , только я махну рукой и твои яйца разлетятся по всему арбату .",9,person,threat,клоун,indirect,клоун,1,S
575,"Они все не пилят по началу, тут от тебя не зависит ни чего, ты как раз советы даёшь как этот мужик в посте, ты в этой теме не хера не понимаешь","Они все не пилят по началу, тут от тебя не зависит ни чего, ты как раз советы даёшь как этот мужик в посте, ты в этой теме не хера не понимаешь",4,person,general_insult,не хера не понимаешь,direct,хера,1,S
578,"Впервые докопался , а надо было ждать второго-третьего раза, что бы поставить утырка на место ? А может ты и сам был таким утырком в школе , и тебе обидно, что тебя какой-то новенький поставил на место?","Впервые докопался , а надо было ждать второго-третьего раза, что бы поставить утырка на место ? А может ты и сам был таким утырком в школе , и тебе обидно, что тебя какой-то новенький поставил на место?",5,person,general_insult,поставить утырка на место,direct,утырка,1,S
578,"Впервые докопался , а надо было ждать второго-третьего раза, что бы поставить утырка на место ? А может ты и сам был таким утырком в школе , и тебе обидно, что тебя какой-то новенький поставил на место?","Впервые докопался , а надо было ждать второго-третьего раза, что бы поставить утырка на место ? А может ты и сам был таким утырком в школе , и тебе обидно, что тебя какой-то новенький поставил на место?",5,person,general_insult,А может ты и сам был таким утырком в школе,direct,утырком,1,ADV
579,"Ненужный кусок говна лезет во все щели . E nt,z bpj hnf7 у тебя изо рта?","Ненужный кусок говна лезет во все щели . E nt,z bpj hnf7 у тебя изо рта?",5,person,general_insult,Ненужный кусок говна лезет во все щели,indirect,говна,1,S
580,"Начал хорошо, а по итогу доебался до орфографии. Какая разница, Екатерино- или Красно- славка, ежели там такая хуйня творится ? ще и про царское название и казаков что-то пукнул . Алёшенька, ты хуй с трамвайной ручкой не путай .","Начал хорошо, а по итогу доебался до орфографии. Какая разница, Екатерино- или Красно- славка, ежели там такая хуйня творится ? ще и про царское название и казаков что-то пукнул . Алёшенька, ты хуй с трамвайной ручкой не путай .",8,person,general_insult,доебался,direct,доебался,1,V
580,"Начал хорошо, а по итогу доебался до орфографии. Какая разница, Екатерино- или Красно- славка, ежели там такая хуйня творится ? ще и про царское название и казаков что-то пукнул . Алёшенька, ты хуй с трамвайной ручкой не путай .","Начал хорошо, а по итогу доебался до орфографии. Какая разница, Екатерино- или Красно- славка, ежели там такая хуйня творится ? ще и про царское название и казаков что-то пукнул . Алёшенька, ты хуй с трамвайной ручкой не путай .",8,person,general_insult,такая хуйня творится,direct,хуйня,1,S
580,"Начал хорошо, а по итогу доебался до орфографии. Какая разница, Екатерино- или Красно- славка, ежели там такая хуйня творится ? ще и про царское название и казаков что-то пукнул . Алёшенька, ты хуй с трамвайной ручкой не путай .","Начал хорошо, а по итогу доебался до орфографии. Какая разница, Екатерино- или Красно- славка, ежели там такая хуйня творится ? ще и про царское название и казаков что-то пукнул . Алёшенька, ты хуй с трамвайной ручкой не путай .",8,person,general_insult,ще и про царское название и казаков что-то пукнул,indirect,пукнул,1,V
580,"Начал хорошо, а по итогу доебался до орфографии. Какая разница, Екатерино- или Красно- славка, ежели там такая хуйня творится ? ще и про царское название и казаков что-то пукнул . Алёшенька, ты хуй с трамвайной ручкой не путай .","Начал хорошо, а по итогу доебался до орфографии. Какая разница, Екатерино- или Красно- славка, ежели там такая хуйня творится ? ще и про царское название и казаков что-то пукнул . Алёшенька, ты хуй с трамвайной ручкой не путай .",8,person,general_insult,хуй с трамвайной ручкой не путай,indirect,хуй,1,S
581,Смотрите кокой я грозный пынявый лох и как я своими титиническими легкими мощно задуваю в сочную американскую залупу .,Смотрите кокой я грозный пынявый лох и как я своими титиническими легкими мощно задуваю в сочную американскую залупу .,7,person,general_insult,Смотрите кокой я грозный пынявый лох,direct,лох,1,S
581,Смотрите кокой я грозный пынявый лох и как я своими титиническими легкими мощно задуваю в сочную американскую залупу .,Смотрите кокой я грозный пынявый лох и как я своими титиническими легкими мощно задуваю в сочную американскую залупу .,7,person,general_insult,мощно задуваю в сочную американскую залупу,indirect,залупу,1,S
583,"Не уходи, или сдохнешь","Не уходи, или сдохнешь",8,person,threat,"Не уходи, или сдохнешь",direct,сдохнешь,1,V
584,пук пук пук пук МАЛОЛЕТНИЙ ДЕБИЛ НАСРАЛЬНЕНОК ОПЯТЬ НАВАЛИЛ ГАВНА В КАМЕНТАХ,пук пук пук пук МАЛОЛЕТНИЙ ДЕБИЛ НАСРАЛЬНЕНОК ОПЯТЬ НАВАЛИЛ ГАВНА В КАМЕНТАХ,5,person,general_insult,МАЛОЛЕТНИЙ ДЕБИЛ НАСРАЛЬНЕНОК,direct,дебил,2,S
584,пук пук пук пук МАЛОЛЕТНИЙ ДЕБИЛ НАСРАЛЬНЕНОК ОПЯТЬ НАВАЛИЛ ГАВНА В КАМЕНТАХ,пук пук пук пук МАЛОЛЕТНИЙ ДЕБИЛ НАСРАЛЬНЕНОК ОПЯТЬ НАВАЛИЛ ГАВНА В КАМЕНТАХ,5,person,general_insult,МАЛОЛЕТНИЙ ДЕБИЛ НАСРАЛЬНЕНОК,direct,насральненок,2,S
584,пук пук пук пук МАЛОЛЕТНИЙ ДЕБИЛ НАСРАЛЬНЕНОК ОПЯТЬ НАВАЛИЛ ГАВНА В КАМЕНТАХ,пук пук пук пук МАЛОЛЕТНИЙ ДЕБИЛ НАСРАЛЬНЕНОК ОПЯТЬ НАВАЛИЛ ГАВНА В КАМЕНТАХ,5,person,general_insult,НАВАЛИЛ ГАВНА,indirect,гавна,1,S
585,Изменила мужу шлюха . Всё просто.,Изменила мужу шлюха . Всё просто.,5,post: animate,hate_speech: gender,Изменила мужу шлюха,direct,шлюха,1,S
589,"Действительно, с русским у тебя проблемы. Я тебе уже сказал - свободен, что бля непонятно ? Полностью соответствуешь своему нику, осёл . В игнор, нерусь .","Действительно, с русским у тебя проблемы. Я тебе уже сказал - свободен, что бля непонятно ? Полностью соответствуешь своему нику, осёл . В игнор, нерусь .",8,person,general_insult,что бля непонятно,direct,бля,1,INTJ
589,"Действительно, с русским у тебя проблемы. Я тебе уже сказал - свободен, что бля непонятно ? Полностью соответствуешь своему нику, осёл . В игнор, нерусь .","Действительно, с русским у тебя проблемы. Я тебе уже сказал - свободен, что бля непонятно ? Полностью соответствуешь своему нику, осёл . В игнор, нерусь .",8,person,general_insult,"Полностью соответствуешь своему нику, осёл . В игнор, нерусь .",indirect,осёл,2,S
589,"Действительно, с русским у тебя проблемы. Я тебе уже сказал - свободен, что бля непонятно ? Полностью соответствуешь своему нику, осёл . В игнор, нерусь .","Действительно, с русским у тебя проблемы. Я тебе уже сказал - свободен, что бля непонятно ? Полностью соответствуешь своему нику, осёл . В игнор, нерусь .",8,person,general_insult,"Полностью соответствуешь своему нику, осёл . В игнор, нерусь .",indirect,нерусь,2,S
591,"Главное, что ты в офисе сычевальне кукухой не едешь, сгорбился над своим компуктером, никакого на намека на чсв или хотя бы просто элементарные зачатки личности у тебя никогда и не было, кушаешь антидепрессанты, дрочишь на анимэ и подвякиваешь мамкиными вскудахтами на двачах. Убермэнш, как есть.","Главное, что ты в офисе сычевальне кукухой не едешь, сгорбился над своим компуктером, никакого на намека на чсв или хотя бы просто элементарные зачатки личности у тебя никогда и не было, кушаешь антидепрессанты, дрочишь на анимэ и подвякиваешь мамкиными вскудахтами на двачах. Убермэнш, как есть.",5,person,general_insult,"никакого на намека на чсв или хотя бы просто элементарные зачатки личности у тебя никогда и не было, кушаешь антидепрессанты, дрочишь на анимэ и подвякиваешь мамкиными вскудахтами",indirect,дрочишь,1,V
592,По-моему ты просто зануда,По-моему ты просто зануда,1,person,general_insult,ты просто зануда,direct,зануда,1,S
593,"Страдай, изврощенец . Однако раньше рядом с хрюканом получше были тянки . А сейчас недотрапы колхозные и шизанутые .","Страдай, изврощенец . Однако раньше рядом с хрюканом получше были тянки . А сейчас недотрапы колхозные и шизанутые .",6,post: animate,hate_speech: gender,"Страдай, изврощенец",direct,изврощенец,1,S
593,"Страдай, изврощенец . Однако раньше рядом с хрюканом получше были тянки . А сейчас недотрапы колхозные и шизанутые .","Страдай, изврощенец . Однако раньше рядом с хрюканом получше были тянки . А сейчас недотрапы колхозные и шизанутые .",6,post: animate,hate_speech: gender,Однако раньше рядом с хрюканом получше были тянки,indirect,хрюканом,1,S
593,"Страдай, изврощенец . Однако раньше рядом с хрюканом получше были тянки . А сейчас недотрапы колхозные и шизанутые .","Страдай, изврощенец . Однако раньше рядом с хрюканом получше были тянки . А сейчас недотрапы колхозные и шизанутые .",6,post: animate,hate_speech: gender,недотрапы колхозные и шизанутые,indirect,недотрапы,2,S
593,"Страдай, изврощенец . Однако раньше рядом с хрюканом получше были тянки . А сейчас недотрапы колхозные и шизанутые .","Страдай, изврощенец . Однако раньше рядом с хрюканом получше были тянки . А сейчас недотрапы колхозные и шизанутые .",6,post: animate,hate_speech: gender,недотрапы колхозные и шизанутые,indirect,шизанутые,2,A
595,да пошел ты нахуй сашенька ебаный,да пошел ты нахуй сашенька ебаный,8,person,general_insult,пошел ты нахуй,direct,нахуй,1,ADV
596,Какой-то хуёвый хомяк .,Какой-то хуёвый хомяк .,7,post: animate,general_insult,Какой-то хуёвый хомяк,direct,хуёвый,1,A
598,"Хахахах вот лошара , плюсиков не достанется","Хахахах вот лошара , плюсиков не достанется",1,person,general_insult,вот лошара,direct,лошара,1,S
599,Блядь ты жопой посты читаешь ?,Блядь ты жопой посты читаешь ?,7,person,general_insult,Блядь,direct,блядь,1,S
599,Блядь ты жопой посты читаешь ?,Блядь ты жопой посты читаешь ?,7,person,general_insult,жопой посты читаешь,indirect,жопой,1,S
600,"А может быть ты долбаеб , аэээм?","А может быть ты долбаеб , аэээм?",7,person,general_insult,А может быть ты долбаеб,direct,долбаеб,1,S
601,"Пидр ты, эксклюзивный.","Пидр ты, эксклюзивный.",5,person,general_insult,"Пидр ты, эксклюзивный.",direct,пидр,1,S
602,"Дим-Юрич, идите выёбываться в свой тред .","Дим-Юрич, идите выёбываться в свой тред .",8,person,general_insult,идите выёбываться в свой тред,direct,выёбываться,1,V
603,Идиоты проникают во все сферы жизни 5 дней снимает ролики с зумом на фурункул,Идиоты проникают во все сферы жизни 5 дней снимает ролики с зумом на фурункул,3,post: animate,general_insult,Идиоты проникают во все сферы жизни,direct,идиоты,1,S
604,"Брехня какая-то . Что-то мне кажется, гинеколог не будет своему коллеге говорить дурак.","Брехня какая-то . Что-то мне кажется, гинеколог не будет своему коллеге говорить дурак.",1,post: animate,general_insult,Брехня какая-то,direct,брехня,1,S
605,"Что, сученок , мало я тебя говном в попереднем треде накормил ? Сюда прибежал?","Что, сученок , мало я тебя говном в попереднем треде накормил ? Сюда прибежал?",8,person,general_insult,"Что, сученок , мало я тебя говном в попереднем треде накормил",indirect,сученок,2,S
605,"Что, сученок , мало я тебя говном в попереднем треде накормил ? Сюда прибежал?","Что, сученок , мало я тебя говном в попереднем треде накормил ? Сюда прибежал?",8,person,general_insult,"Что, сученок , мало я тебя говном в попереднем треде накормил",indirect,говном,2,S
606,Ты че несешь то поехавший шизодаун ? Ты еще дефолт вспомни,Ты че несешь то поехавший шизодаун ? Ты еще дефолт вспомни,6,person,general_insult,поехавший шизодаун,direct,поехавший,2,V
606,Ты че несешь то поехавший шизодаун ? Ты еще дефолт вспомни,Ты че несешь то поехавший шизодаун ? Ты еще дефолт вспомни,6,person,general_insult,поехавший шизодаун,direct,шизодаун,2,S
607,Идите нахуй со своей свиньей обосраной (не могу его смотреть из-за того что он разговаривает как даун ),Идите нахуй со своей свиньей обосраной (не могу его смотреть из-за того что он разговаривает как даун ),8,post: animate,general_insult,Идите нахуй со своей свиньей обосраной,direct,нахуй,2,ADV
607,Идите нахуй со своей свиньей обосраной (не могу его смотреть из-за того что он разговаривает как даун ),Идите нахуй со своей свиньей обосраной (не могу его смотреть из-за того что он разговаривает как даун ),8,post: animate,general_insult,Идите нахуй со своей свиньей обосраной,direct,обосраной,2,A
607,Идите нахуй со своей свиньей обосраной (не могу его смотреть из-за того что он разговаривает как даун ),Идите нахуй со своей свиньей обосраной (не могу его смотреть из-за того что он разговаривает как даун ),8,post: animate,general_insult,разговаривает как даун,indirect,даун,1,S
608,"Ебать вы тупые дебилы , ой блять","Ебать вы тупые дебилы , ой блять",9,person,profanity,Ебать вы тупые дебилы,direct,ебать,3,V
608,"Ебать вы тупые дебилы , ой блять","Ебать вы тупые дебилы , ой блять",9,person,profanity,Ебать вы тупые дебилы,direct,тупые,3,A
608,"Ебать вы тупые дебилы , ой блять","Ебать вы тупые дебилы , ой блять",9,person,profanity,Ебать вы тупые дебилы,direct,дебилы,3,S
609,"Я бы на месте цыганки выбил бы телефон из рук и лицо бы поцарапал ,за это ничего не будет,просто административный штраф,а пикабушник запомнит,что дерьмом по жизни быть нельзя и судить других никто не имеет права.","Я бы на месте цыганки выбил бы телефон из рук и лицо бы поцарапал ,за это ничего не будет,просто административный штраф,а пикабушник запомнит,что дерьмом по жизни быть нельзя и судить других никто не имеет права.",4,post: animate,threat,Я бы на месте цыганки выбил бы телефон из рук и лицо бы поцарапал,direct,выбил,2,V
609,"Я бы на месте цыганки выбил бы телефон из рук и лицо бы поцарапал ,за это ничего не будет,просто административный штраф,а пикабушник запомнит,что дерьмом по жизни быть нельзя и судить других никто не имеет права.","Я бы на месте цыганки выбил бы телефон из рук и лицо бы поцарапал ,за это ничего не будет,просто административный штраф,а пикабушник запомнит,что дерьмом по жизни быть нельзя и судить других никто не имеет права.",4,post: animate,threat,Я бы на месте цыганки выбил бы телефон из рук и лицо бы поцарапал,direct,поцарапал,2,V
609,"Я бы на месте цыганки выбил бы телефон из рук и лицо бы поцарапал ,за это ничего не будет,просто административный штраф,а пикабушник запомнит,что дерьмом по жизни быть нельзя и судить других никто не имеет права.","Я бы на месте цыганки выбил бы телефон из рук и лицо бы поцарапал ,за это ничего не будет,просто административный штраф,а пикабушник запомнит,что дерьмом по жизни быть нельзя и судить других никто не имеет права.",4,post: animate,threat,дерьмом по жизни быть нельзя,indirect,дерьмом,1,S
610,"Да мне по хуй на приличное общество!Я лично не вижу разницы между атеизмом и тем же православием! Тот же хуй только в другой руке !И не тебе мне говорить что писать мне,а что нет.Так что идите товарищь мимо! А то видите упоминание бога и все, начинается, стадо ,что одни что другие","Да мне по хуй на приличное общество!Я лично не вижу разницы между атеизмом и тем же православием! Тот же хуй только в другой руке !И не тебе мне говорить что писать мне,а что нет.Так что идите товарищь мимо! А то видите упоминание бога и все, начинается, стадо ,что одни что другие",7,person,hate_speech: religion,по хуй,indirect,хуй,1,S
610,"Да мне по хуй на приличное общество!Я лично не вижу разницы между атеизмом и тем же православием! Тот же хуй только в другой руке !И не тебе мне говорить что писать мне,а что нет.Так что идите товарищь мимо! А то видите упоминание бога и все, начинается, стадо ,что одни что другие","Да мне по хуй на приличное общество!Я лично не вижу разницы между атеизмом и тем же православием! Тот же хуй только в другой руке !И не тебе мне говорить что писать мне,а что нет.Так что идите товарищь мимо! А то видите упоминание бога и все, начинается, стадо ,что одни что другие",7,person,hate_speech: religion,Тот же хуй только в другой руке,indirect,хуй,1,S
610,"Да мне по хуй на приличное общество!Я лично не вижу разницы между атеизмом и тем же православием! Тот же хуй только в другой руке !И не тебе мне говорить что писать мне,а что нет.Так что идите товарищь мимо! А то видите упоминание бога и все, начинается, стадо ,что одни что другие","Да мне по хуй на приличное общество!Я лично не вижу разницы между атеизмом и тем же православием! Тот же хуй только в другой руке !И не тебе мне говорить что писать мне,а что нет.Так что идите товарищь мимо! А то видите упоминание бога и все, начинается, стадо ,что одни что другие",7,person,hate_speech: religion,"стадо ,что одни что другие",indirect,стадо,1,S
611,"Я ваш коммент курсором отпиздил , настолько он тупой и однобокий, а эту бабку я бы палкой отпиздил потому что это типичный куркуль недорезаный , а наркоманские АУЕшники для неё дело десятое.","Я ваш коммент курсором отпиздил , настолько он тупой и однобокий, а эту бабку я бы палкой отпиздил потому что это типичный куркуль недорезаный , а наркоманские АУЕшники для неё дело десятое.",10,post: animate,threat,"Я ваш коммент курсором отпиздил , настолько он тупой и однобокий, а эту бабку я бы палкой отпиздил",direct,отпиздил,3,V
611,"Я ваш коммент курсором отпиздил , настолько он тупой и однобокий, а эту бабку я бы палкой отпиздил потому что это типичный куркуль недорезаный , а наркоманские АУЕшники для неё дело десятое.","Я ваш коммент курсором отпиздил , настолько он тупой и однобокий, а эту бабку я бы палкой отпиздил потому что это типичный куркуль недорезаный , а наркоманские АУЕшники для неё дело десятое.",10,post: animate,threat,"Я ваш коммент курсором отпиздил , настолько он тупой и однобокий, а эту бабку я бы палкой отпиздил",direct,тупой,3,A
611,"Я ваш коммент курсором отпиздил , настолько он тупой и однобокий, а эту бабку я бы палкой отпиздил потому что это типичный куркуль недорезаный , а наркоманские АУЕшники для неё дело десятое.","Я ваш коммент курсором отпиздил , настолько он тупой и однобокий, а эту бабку я бы палкой отпиздил потому что это типичный куркуль недорезаный , а наркоманские АУЕшники для неё дело десятое.",10,post: animate,threat,"Я ваш коммент курсором отпиздил , настолько он тупой и однобокий, а эту бабку я бы палкой отпиздил",direct,отпиздил,3,V
612,"Вы там осторожней, а то увидит что вы тут про него пишете и переебёт с ноги .","Вы там осторожней, а то увидит что вы тут про него пишете и переебёт с ноги .",9,author,threat,переебёт с ноги,direct,переебёт,1,V
613,"Вали нахуй , мужик хоть нормальную себе найдет.","Вали нахуй , мужик хоть нормальную себе найдет.",7,author,general_insult,Вали нахуй,direct,нахуй,1,ADV
614,потом от пиздюлей и правда хромой станет,потом от пиздюлей и правда хромой станет,7,post: animate,threat,потом от пиздюлей и правда хромой станет,direct,пиздюлей,1,S
616,"Хуле ты на пасту повёлся, мудель блять ?","Хуле ты на пасту повёлся, мудель блять ?",9,person,general_insult,"Хуле ты на пасту повёлся, мудель блять",direct,хуле,3,S
616,"Хуле ты на пасту повёлся, мудель блять ?","Хуле ты на пасту повёлся, мудель блять ?",9,person,general_insult,"Хуле ты на пасту повёлся, мудель блять",direct,мудель,3,S
616,"Хуле ты на пасту повёлся, мудель блять ?","Хуле ты на пасту повёлся, мудель блять ?",9,person,general_insult,"Хуле ты на пасту повёлся, мудель блять",direct,блять,3,V
617,"Тошно стало серии к 14, такой уж гг унылый , что сил нет . И Юночка палку перегнула с этой комой, хотя выглядело это надо признать внушительно.","Тошно стало серии к 14, такой уж гг унылый , что сил нет .",1,post: inanimate,general_insult,Тошно стало,direct,тошно,1,ADV
617,"Тошно стало серии к 14, такой уж гг унылый , что сил нет . И Юночка палку перегнула с этой комой, хотя выглядело это надо признать внушительно.","Тошно стало серии к 14, такой уж гг унылый , что сил нет .",1,post: inanimate,general_insult,"гг унылый , что сил нет",direct,унылый,1,A
618,"Юночка и её сейю вытягивает всю аниму, а гг действительно ГОВНО Но без этого мирайники не мирайники",гг действительно ГОВНО,2,post: inanimate,general_insult,гг действительно ГОВНО,direct,говно,1,S
619,"Я не понимал, почему он не становится брутальным дротикометателем. Тряпка ебаная потому что. Пиздец , блядь .","Тряпка ебаная потому что. Пиздец , блядь .",7,post: inanimate,general_insult,Тряпка ебаная,indirect,ебаная,1,A
619,"Я не понимал, почему он не становится брутальным дротикометателем. Тряпка ебаная потому что. Пиздец , блядь .","Тряпка ебаная потому что. Пиздец , блядь .",7,post: inanimate,general_insult,"Пиздец , блядь",direct,пиздец,2,S
619,"Я не понимал, почему он не становится брутальным дротикометателем. Тряпка ебаная потому что. Пиздец , блядь .","Тряпка ебаная потому что. Пиздец , блядь .",7,post: inanimate,general_insult,"Пиздец , блядь",direct,блядь,2,S
620,"Да бог с ним с крутым, хотя в аниме так положено, но он просто иррационален и ведет себя как мразь . Прям вот давно так никто не бесил . НУ кроме может рилейтеда.",он просто иррационален и ведет себя как мразь . Прям вот давно так никто не бесил .,5,post: inanimate,general_insult,ведет себя как мразь,direct,мразь,1,S
620,"Да бог с ним с крутым, хотя в аниме так положено, но он просто иррационален и ведет себя как мразь . Прям вот давно так никто не бесил . НУ кроме может рилейтеда.",он просто иррационален и ведет себя как мразь . Прям вот давно так никто не бесил .,5,post: inanimate,general_insult,давно так никто не бесил,direct,бесил,1,V
622,Это блять кто такой?,Это блять кто такой?,3,post: animate,profanity,Это блять кто такой?,direct,блять,1,V
623,"Плюнул тебе за щеку , проверяй.","Плюнул тебе за щеку , проверяй.",2,person,general_insult,Плюнул тебе за щеку,indirect,плюнул,1,V
624,Я тебе щас ебло разшибу,Я тебе щас ебло разшибу,9,person,threat,ебло разшибу,direct,ебло,2,V
624,Я тебе щас ебло разшибу,Я тебе щас ебло разшибу,9,person,threat,ебло разшибу,direct,разшибу,2,S
626,До сих пор в рюкзаке пачка контекса Мамке не спались,До сих пор в рюкзаке пачка контекса Мамке не спались,2,person,general_insult,Мамке не спались,indirect,мамке,1,S
627,Жалкие сельдеоправдания .,Жалкие сельдеоправдания .,5,person,hate_speech: gender,Жалкие сельдеоправдания,direct,жалкие,2,A
627,Жалкие сельдеоправдания .,Жалкие сельдеоправдания .,5,person,hate_speech: gender,Жалкие сельдеоправдания,direct,сельдеоправдания,2,S
629,"Либо у тебя шизофазия либо у меня шизофрения . Абсолютно нихуя не понял из того, что под спойлером","Либо у тебя шизофазия либо у меня шизофрения . Абсолютно нихуя не понял из того, что под спойлером",2,person,general_insult,у тебя шизофазия,direct,шизофазия,1,S
629,"Либо у тебя шизофазия либо у меня шизофрения . Абсолютно нихуя не понял из того, что под спойлером","Либо у тебя шизофазия либо у меня шизофрения . Абсолютно нихуя не понял из того, что под спойлером",2,person,general_insult,нихуя не понял,direct,нихуя,1,V
630,"Я не сельдь , дебилушка",Я не сельдь,3,person,hate_speech: gender,Я не сельдь,indirect,сельдь,1,S
631,"Я не сельдь , дебилушка",дебилушка,3,person,general_insult,дебилушка,direct,дебилушка,1,S
633,"У нас из письки че тока не выделчется, а вы лижите.","У нас из письки че тока не выделчется, а вы лижите.",1,person,hate_speech: gender,"У нас из письки че тока не выделчется, а вы лижите.",direct,письки,1,S
634,"Фу , пиздец . Двачую .","Фу , пиздец . Двачую .",5,person,hate_speech: gender,"Фу , пиздец . Двачую .",direct,фу,3,INTJ
634,"Фу , пиздец . Двачую .","Фу , пиздец . Двачую .",5,person,hate_speech: gender,"Фу , пиздец . Двачую .",direct,пиздец,3,S
634,"Фу , пиздец . Двачую .","Фу , пиздец . Двачую .",5,person,hate_speech: gender,"Фу , пиздец . Двачую .",direct,двачую,3,V
635,"Наукогрязь стала попугайничать , чтобы не заорать от боли .","Наукогрязь стала попугайничать , чтобы не заорать от боли .",3,post: animate,general_insult,Наукогрязь стала попугайничать,indirect,наукогрязь,1,S
637,"ЕЩЕ РАЗ ДЕБИЛОВ СПРАШИВАЮ, КОТОРЫЕ В ШКОЛЕ ПЕРЕУЧИЛИСЬ , ГДЕ УЧИТ НЕ ДУМАТЬ - ОТКУДА ПОЯВИЛИСЬ ВИДЫ БЕЗ ПРЕДКОВ? ГДЕ ИХ ПРЕДКИ? ПОЧЕМУ ВЫ ИТТ ВСЕ ВДРУГ НАШЛИ А УЧЕНЫЙ ИЗ ОППОСТА НЕ НАШЕЛ?","ЕЩЕ РАЗ ДЕБИЛОВ СПРАШИВАЮ, КОТОРЫЕ В ШКОЛЕ ПЕРЕУЧИЛИСЬ , ГДЕ УЧИТ НЕ ДУМАТЬ - ОТКУДА ПОЯВИЛИСЬ ВИДЫ БЕЗ ПРЕДКОВ? ГДЕ ИХ ПРЕДКИ? ПОЧЕМУ ВЫ ИТТ ВСЕ ВДРУГ НАШЛИ А УЧЕНЫЙ ИЗ ОППОСТА НЕ НАШЕЛ?",4,person,general_insult,"ЕЩЕ РАЗ ДЕБИЛОВ СПРАШИВАЮ, КОТОРЫЕ В ШКОЛЕ ПЕРЕУЧИЛИСЬ",indirect,дебилов,1,S
638,Ой дебил . Ой дебил . Да хуле он небольшой? типа - раз - и из чешуи в перья. Раз - и из собаки в челвоека. Ага. Учебников перечитал? Не может совсем следов не остаться.,Ой дебил . Ой дебил . Да хуле он небольшой? типа - раз - и из чешуи в перья. Раз - и из собаки в челвоека. Ага. Учебников перечитал? Не может совсем следов не остаться.,3,person,general_insult,Ой дебил . Ой дебил . Да хуле он небольшой?,direct,дебил,3,S
638,Ой дебил . Ой дебил . Да хуле он небольшой? типа - раз - и из чешуи в перья. Раз - и из собаки в челвоека. Ага. Учебников перечитал? Не может совсем следов не остаться.,Ой дебил . Ой дебил . Да хуле он небольшой? типа - раз - и из чешуи в перья. Раз - и из собаки в челвоека. Ага. Учебников перечитал? Не может совсем следов не остаться.,3,person,general_insult,Ой дебил . Ой дебил . Да хуле он небольшой?,direct,дебил,3,S
